time_since_launch,orbital_altitude,battery_voltage,solar_panel_temperature,attitude_control_error,data_transmission_rate,thermal_control_status,satellite_health
2777,474.0240437914558,25.211020142944953,-45.16375344,1.5885400185975884,81.39469782734054,1,1
1579,1578.0103390610627,22.856488707180553,15.313641081812335,0.19008834733241886,67.59651821477493,1,1
161,1840.5969830397357,22.483966087339383,20.892279738986687,4.565443857059501,74.31632950785814,1,1
201,1563.8397957255304,27.589344062270534,42.87912172897656,4.501513513,18.32320697960926,1,1
1981,1205.8059635823702,21.182381757262633,-16.31709967,0.5388892476497759,12.498834437832699,0,1
995,1763.1352970411046,23.699664944058696,-24.26312701,2.7834678277502656,97.25873856850966,0,1
2317,1481.3612456285628,21.514827166538854,22.608650357087072,2.3382064710191792,48.43291676575797,1,1
815,317.93690816532273,,20.680088844292783,3.417069985209977,45.547693181147054,0,1
3342,969.9532597166552,21.526832324849522,43.71240578533869,3.0150883026916726,13.151116965264283,0,0
455,1746.618229,28.86772508542427,-29.46813758,0.6216090058966539,20.701972555901413,1,1
3533,887.9600585579577,27.31904199013032,20.529262269453525,3.3003882248089784,94.64265348048336,1,0
1275,359.86579499338995,25.609272460442615,-43.31314228,3.044361519780188,72.53605593703149,1,1
1016,1568.505385538863,22.244252224955332,-1.963189324,2.656118189869028,46.829084461511464,0,1
2343,1663.4650594808766,25.10226827199195,-38.06092227,2.0120313328661337,91.40357194554548,1,0
2767,573.0092815736245,25.208332064475723,15.31459880944719,4.7746049702658215,63.09035595,1,0
337,1213.478844633408,25.904037256539063,10.146676169168579,4.2471978065555795,77.18212437269382,1,0
878,626.3242462927337,20.600851572227313,-45.11670664,2.925424874599601,48.843960768040525,0,0
1076,1522.6985123750494,29.729019711967062,-18.03821774,0.031889126,48.837525961013675,0,0
791,761.6357738017257,24.65438970600323,-10.49663677,2.1606162108488656,16.151544980518192,0,0
2264,837.5657083576612,29.265317740991033,-25.19397305,3.501698642750495,76.05759422526911,1,1
763,1736.4504511881723,20.098081147139762,-46.1329956,0.5864711738474615,18.92056631143704,0,0
2235,1109.7479987517372,22.475583956353088,-18.11781039,2.0327480828587112,78.78406494048751,0,1
379,1438.5825670710212,21.039955703133355,29.26249014508285,0.9586261197631907,27.17722790940364,1,0
492,984.0341862,27.696161773547715,-13.98909114,1.6907149357440887,32.26305265109622,1,0
3112,806.6116572293843,23.20125049594711,-17.66302448,0.13334602009911545,92.61007800444752,0,1
1180,1363.3127027219243,28.40492508415747,44.17531379115846,0.6336619113244968,52.44108980332982,0,1
2062,563.2578759339962,28.32385365715857,-45.83692813,2.2737842506963024,21.27182735843219,0,0
64,934.0997204636672,26.67794793,26.728819564198304,4.490949605178901,91.45733945676281,0,1
2568,655.3629635560678,26.65781803543977,-1.690640169,2.452908108004303,50.71573172990342,1,0
1367,1482.8514437992674,27.00159692073135,44.446250751054066,2.2653873435394205,21.749619578091412,1,0
1152,1905.155025188383,26.737638346297743,-10.65292558,3.9378469648574455,45.17406743790785,0,1
2027,1992.368645626973,23.86908357684349,20.804233700552174,1.3391503846797788,63.03963277509672,1,0
2695,1065.4705777507043,26.82827644568546,-43.00646356,0.47534374612428043,42.61078263,1,1
1495,729.3016623819556,28.97406969192359,42.877242558388104,1.0478631016833955,93.18939023450211,0,1
3134,1052.809929653351,23.325734918766237,-15.54573332,3.956504184746412,34.271544134147646,0,1
1162,1740.3579969366306,29.448890262149536,2.400457578,3.385239625468091,25.824287399389384,0,0
1522,650.2096535384678,20.135815878987696,-36.15183912,0.4576659112701792,29.885605447379895,1,0
2640,1918.5626078099704,23.49082538265237,44.555787122024086,3.3354658014172482,17.537495193954747,0,1
391,881.1718069568567,21.32098402,17.297040392989345,4.657757424421876,50.70665207429478,0,0
1698,1975.8662210655184,21.266198290450237,-44.60525232,0.22477478000678064,89.05005352,1,0
418,1725.6351088077358,28.154294940115683,-34.47932208,3.082090479589178,37.48056449308538,0,1
2336,1674.5699080505635,29.183683147501227,-10.01660024,1.895822849,33.25038566450435,1,1
378,840.4379454,27.777582542329856,-28.32289876,2.5051572950675274,85.36461978,0,0
1796,314.92126031148007,29.76615719,-19.53744305,2.6408940798934384,37.53953698878379,1,1
3561,949.6259450041794,22.163289701662706,49.74911608761765,3.8552304873367693,52.920278159951984,1,0
2278,813.0759284265793,21.407999122096903,15.864869714980259,2.785062598864694,12.811428727122424,0,0
3065,363.5748836949554,25.207037820396135,42.22176023144519,2.9654281406255487,35.836457369848745,0,1
2088,1159.1209360600806,28.29037614742618,-6.420162515,1.6645592188590475,21.75039730538422,0,1
3099,985.1532291806523,20.39839091,21.028228449056783,0.6297264889213772,19.526150077525354,0,0
2182,1378.745995160592,29.95565660999882,-4.030970784,3.413661667109161,48.82756593876568,0,0
200,1356.0167477299415,26.022459292053227,-17.17754571,0.002410702,34.959915092084756,1,0
1863,505.2692810243562,29.789418121813775,1.9173146501056308,1.643585847451846,24.98020876899293,0,1
779,1960.8414284152584,23.65081633233777,-7.268895821,1.0902197721232998,56.03367432432553,0,1
2977,617.7834300504597,24.580238205335892,48.054064868069375,1.9426672037806374,80.56395846500935,0,1
3104,1056.9658420999976,,-0.383359478,1.556340135319128,76.1373235,1,1
3119,1129.7998238373493,27.927004505613187,31.111313289879547,3.5210853987612953,32.56866391443535,0,0
502,1682.2067552640042,22.33033053,16.681946829584845,1.3010302529321822,33.68211821551651,1,0
2454,468.6903133608995,29.298010863077227,-2.037276278,2.8037517279373123,75.87116328327457,1,0
3645,1028.695274654504,28.674231218347288,-2.584992753,2.2788521502896817,60.145167388208854,0,0
1751,1368.4536894015466,20.182053031031984,-15.81098829,4.005287526677614,76.81748451641113,0,1
804,665.7645567608945,21.28568105855183,-39.30181924,2.140462439310829,10.12288283550572,1,1
2146,1366.6954279023237,24.960971064070673,26.146932893731673,4.319380389657815,17.842430787577044,1,1
2731,1870.2302238344096,24.60955514113183,41.809479320053896,0.000728838,82.17730582,1,0
1895,1995.7808229935474,27.083908550348355,-28.20451453,3.0241817760282492,86.60069116982977,1,0
2773,355.1668305441487,20.897113760530342,42.56734939291974,0.049034968,40.90961604176064,1,1
1570,700.4999880159518,26.448553066971265,-26.76957819,3.5696716167173728,96.25013730615531,0,0
960,827.5220968458857,26.163699311345823,3.007910198377516,1.1746120091410417,37.141248935930975,1,0
2660,978.5143707564424,22.336195984780446,-15.63780039,1.8999062588656468,90.12549161669234,1,0
1485,711.8371678941046,25.423939642683994,-38.54912141,1.9021875713675191,47.953817641579626,1,0
2690,645.9295907440313,22.222072069959818,-44.7161625,4.232112091799458,60.56277926,1,0
1028,1922.7415321097499,21.46923027100606,-13.46534679,0.5104638044647714,67.89450423984296,1,1
3289,1861.4867247098803,25.731349346540703,-45.26561355,3.334484766751313,21.97974499359858,0,1
502,379.8872517052997,29.774742783005703,-39.57935625,4.906284146,13.340026176403814,0,0
2814,875.9821367282419,22.36933349171745,-35.77024212,0.11192214568805148,48.412025869614716,1,0
397,988.7525412532913,23.55336149355152,-49.80842938,4.829470993809081,24.432087108098777,0,0
870,706.3247089321037,22.565732259900468,-34.67477842,0.092023645,59.40404348305303,1,1
2842,1369.0839248798984,22.664598216464945,7.727868038,4.205747292295313,50.82777546213359,0,0
392,1388.6472692952098,24.041921341866807,31.952312209593643,4.806222098295546,20.988786061134064,0,0
206,1745.857188158615,27.018555106506202,-30.65700406,4.965136911359584,69.92065422505186,0,0
1038,1559.4777562548702,20.388045240309452,-41.91273962,2.2956067048527604,11.844530984843544,0,0
1881,1222.3746558421244,29.57124196,22.951419843587217,4.334787531251053,21.374497600343624,1,1
3625,1411.097509075514,20.462798794892475,-49.18372885,0.6116977151480252,73.01477987602061,0,0
2939,765.7809286231308,28.812531819445596,23.416210203638116,2.126921693071307,57.50698778078088,1,1
1484,1308.195522944508,28.943780987619988,-36.88827641,1.5398748809151326,35.37396710388356,0,0
3646,1131.6863330748627,25.244891875915233,-27.17149379,1.9758852530353925,26.222151759748176,0,0
863,526.6855944378296,21.369968286189675,-37.99300891,3.509904261321961,67.80553572030098,0,0
2790,712.3252701910503,25.651459705569437,-25.26618429,0.43740100021377626,28.50369984971931,1,0
3312,795.8788662266962,26.286321599028497,29.81759384617949,4.990819801643149,98.61499717719059,0,0
563,1871.3262639893485,28.577589578071112,-36.74558949,3.1753357951845986,88.23800987579746,0,0
1020,691.6572869560121,25.508953757695696,49.41656323,4.367587933,21.894215483582002,0,1
95,791.7146347934358,24.10709395903338,-17.29022239,4.148477826193895,87.32373066494935,1,0
1923,927.9020211520349,28.382911938541138,42.19681255083289,3.829987720194032,41.05385035371924,0,1
1757,1428.362655663158,29.80951797352619,-30.99669202,0.1961176556204136,54.09836381905661,0,1
2532,501.0052672026389,26.451032051579332,-31.21024801,2.5823353829177003,22.854186563713025,1,0
3478,1921.7068612394194,28.743870373028095,6.533568304,1.6407418810725338,20.671501717461872,0,1
2278,1771.4710741610998,25.98735112829064,-44.93999151,0.5646955791092012,87.89436695,0,0
2796,1281.2673241152152,26.897879914103058,30.10028976355929,1.714951032099516,66.69120169,1,0
1678,1445.8643746224266,26.88167117548919,-6.038474933,3.2240151865409117,51.44149090151016,0,0
3242,328.3228011151672,27.047869868402653,19.919647335285447,1.153132143110721,13.254747073614595,1,0
540,876.2061180923628,23.210134439286335,-32.53677965,2.222977146112731,92.97657885185552,1,1
1059,1652.6223921244514,25.756613962717125,14.235735078619044,2.0224712181432514,43.84794044193662,1,1
2572,431.7210554,25.941355839737952,9.407065435169358,0.2623148140320558,47.498425353740394,0,0
1183,779.9335181582244,23.15071626713232,25.56612519179437,3.1404126469140037,36.08285764520828,1,1
1722,1295.0046081683292,23.498523677036637,-20.25987073,3.0942345114626697,90.21610179046736,1,0
3314,735.9021471,27.622467650167145,43.316557497150924,4.832072526235024,41.012629184607064,0,0
3157,1887.7625560456827,25.82723840617249,46.130106939573196,1.4900260831573853,25.68243770729319,0,1
1819,522.7996723672936,21.492111479631685,36.81236112213547,2.094755143210105,55.050147543200026,0,0
2625,1655.5704084432236,28.376369886828723,7.203376616054179,2.0181881117470657,80.33433933755076,1,1
2729,1163.512776240894,28.831142870743196,-7.971172934,4.598719504928893,43.42046287103094,1,1
2604,1575.5623188939253,24.661411479578142,-44.20075814,2.0432465769463573,68.68415285887363,1,0
1597,828.2160581294606,22.08907432022927,44.722780146098955,2.2138207210297933,37.380187279655715,0,1
3060,1174.6323239304659,29.47606495404905,45.178134369836684,1.2617226709587337,74.77860789729519,1,1
2693,1756.6200945293997,28.822695645195765,-48.1311545,0.005840732,70.18514862250775,1,0
795,1093.6927685092774,22.443817463418384,-14.31124534,0.5522533568768373,71.26793212803489,0,1
1051,911.5237652474583,20.955937363026973,38.00363682582618,3.5194457571365447,68.13168783346225,1,1
1643,1211.4641566296514,24.40653607549107,-41.9147967,3.4124779668782135,24.068109987180847,0,1
3627,1519.5166801618236,26.763969864937394,-30.34336233,1.6126528642243554,89.91918862074176,0,1
1363,1054.0576873474547,21.753885852199442,47.867731681959086,2.3650311387348784,62.71774597055861,1,0
1981,1896.090857741864,25.13212658431748,34.72888121203485,1.4868919669015812,44.41483540192337,1,0
1354,801.4079008719815,24.254154942725165,41.20634940837637,3.654581942789475,25.51017685172078,1,1
1663,1108.2881304875048,28.905511487694657,-35.78455813,4.212496750532025,80.52229899906261,1,1
1529,1586.7770208804504,24.295666328071285,-28.8684041,4.495526463277376,55.81434640834196,0,0
2038,1471.5058538427888,25.337763937350374,10.541658435174902,0.8693566071056041,23.256377296007418,0,0
3419,1768.1897891091655,29.552861960018223,0.1738221002699163,3.475083709172766,92.92787701587206,1,1
1496,1994.575607157885,22.996917658745645,-20.14966095,4.815023385652947,19.547418772310245,0,1
3302,1025.6591589516522,22.889909319419413,38.38462997372464,3.253058520656487,57.179907589519274,0,0
2237,488.9564956316301,27.995950799420427,40.138861553557305,1.7548707180055456,64.95232571111781,1,1
3296,351.70699737354556,22.775389861439685,-20.83159899,3.179731829,99.90861356,0,1
1408,1535.6907404376118,28.31865870073205,-34.42468594,3.442130262,22.68241388,1,1
1400,1785.8232412248167,20.955356093616448,-35.09075792,1.9852364993019727,65.22041775327784,1,1
1306,675.2113961055118,21.112612473094686,-1.557480461,0.519954753,52.90442150314219,0,0
2680,569.3616632228402,29.013233741627715,-36.70815046,3.0332993376011164,33.14031259386108,1,0
2675,405.7486555936747,25.408122824824353,-2.66597779,4.010704002583633,94.79891528700082,0,0
972,1698.5949669192507,27.188142666942387,-3.806592714,4.987882418780294,81.17593147556222,0,0
1768,829.3492978173933,22.252888918625445,38.41102132056571,1.1152915348147103,79.93520073306192,0,0
1282,982.8847177,21.662743683821084,-20.37895602,3.501944870908675,90.92674407899341,0,0
3430,1154.675325736341,28.349542622326403,6.065245864097747,0.14021600083036823,75.25396563192734,1,0
709,1727.0704981562362,23.58623407023249,24.349986428409636,4.849126398739055,55.606551486974034,1,0
1479,1406.4164766545243,24.550326191219945,9.591479504990645,0.062822308,45.23828545179575,0,0
1434,1345.6098707582792,20.27971897275359,45.40678449801369,1.7939748081935574,73.37201742670925,0,1
648,598.6425699250482,23.858807341929666,10.227748049977002,0.38201386488116107,64.25306224765977,1,0
317,1172.4228159067106,27.704378081249786,40.18621784701118,3.1048398080403445,58.858882901826156,1,1
3296,1516.1477292037139,28.212751772861694,-25.49436107,1.6974989780401177,63.01514352208471,0,1
1257,1954.543501151836,26.987547888825418,6.075277277943634,3.664719656652302,68.98128333574846,1,1
683,642.3907256626987,26.92179733543742,4.330592656665445,2.4318903333402604,97.18337734228518,0,0
663,316.2237002142853,25.06239266597158,48.94521101400835,2.097017081759825,77.78422554356715,1,1
1998,428.0124371173986,25.383293292598232,-29.54936866,1.7425817455739594,25.878941953091058,0,0
3445,938.9491908093647,27.426317468131437,-35.90066016,0.43064583507326226,52.00919000790977,1,0
1631,1694.9259011681781,22.473017988277228,11.167207763042043,1.0241242633960739,71.04175083392056,1,0
1495,312.14153900601656,22.31517068246056,-27.63078567,3.1955125249424277,25.808854071731204,1,1
3304,1076.4420079059284,29.49924823914055,13.915534565028985,2.483758342693811,93.94359086299804,0,1
1136,859.6920460803707,20.276898867587754,47.24890885195508,0.35044725802779786,16.932276506613505,0,0
1853,389.21890716953686,21.394654636651815,44.650599539745755,2.7197585881992743,64.98848882133285,0,1
1520,1065.4016873434493,25.70332426201248,-26.88969754,0.2707133072454143,97.83418122,1,0
2489,733.0728025,27.378348386983486,-32.91036518,2.558634737599941,75.50814639405056,0,1
563,898.2042184,25.378910829850117,6.073928716254571,4.824807234494445,70.95323568843398,1,1
1291,1499.546018133298,23.55063996164884,8.677728822,1.5367227686520102,99.76783637809748,0,1
3581,1186.636672648644,29.779761193529676,16.225007138065024,3.617515693210877,81.26176852482864,0,0
3457,511.90062928778264,27.03852685132846,24.149092598680838,3.727760202959876,97.32640887513682,0,1
3458,1934.4047187201863,28.31390841067079,10.095731067200418,2.0242976670556985,72.90030036622952,1,0
3184,1381.0483017065553,20.40246874188204,-38.82469963,2.9664607538995496,69.89128968,0,1
1636,1601.9763236263036,22.359201104733838,29.015797056944777,2.360230453487688,78.63107300426083,1,1
2999,434.66235501423034,23.74171094,-42.04828155,1.4168150985540318,26.987860292443386,1,0
3152,379.99924508203213,21.82601398082278,-48.00073138,3.773710476,82.52064928165761,1,1
698,333.0616856,20.728992727091473,26.965819661187652,3.514133078242029,97.31262960086815,1,0
2160,620.9498472148555,22.250916645946802,4.835742443567582,4.502744322866153,65.04789472806739,0,0
1,1004.4942761214418,25.336356312370427,19.859141858652336,3.0906308982980137,11.111980869414026,1,1
641,1890.9044267847987,26.957452483567053,-11.72526758,1.9436007059809794,16.48831526604033,1,0
2267,1077.0014207518198,27.74020922965081,-48.89075065,3.5700377905133758,31.123650012440866,0,1
1589,793.4336791333001,20.42936154867717,-16.89846509,3.0951811477932107,54.19878968838751,1,0
854,1255.2899309834277,24.27986172212591,10.813523292314265,3.0830709640031735,47.238024087807645,1,0
1759,490.2887828291417,21.222115835853675,-27.42969295,4.249188785141106,98.12908005,0,1
3296,1336.1600147084714,24.31200386444672,18.78043336329314,4.552342693734764,95.10288896060264,1,0
2432,1266.3343223618556,24.33975849120295,29.44010098919449,0.9012083221084366,45.345024067592135,0,0
3474,1646.3881567897065,24.982116867122436,-4.573300163,1.5702511210862773,81.48848313491543,1,0
1661,1977.368939748941,28.928306262632393,37.57212980691675,3.2515285048377067,67.27270138604932,1,0
1153,726.4849019173879,28.050955026240892,35.48165645691179,2.7861061685481125,31.882211129115287,0,1
1076,1166.4159663663931,26.36720845136392,37.80579527918337,3.2616308474972966,93.80595303186963,1,1
1707,1845.071190742306,28.854073229335306,16.103703265683507,2.165072996635943,33.35658126222286,0,1
2777,1634.8228035188301,26.78468616504623,-19.52110003,2.0621950685802477,88.33090558403038,1,0
1695,1128.590715271373,28.18854960763075,-1.874871763,0.5882695262986715,67.38766569744985,0,0
1733,1907.1318043451222,25.637783009841264,21.051064953109133,3.118241200522654,65.90143981525031,1,1
1439,397.3023789785759,25.252182516309006,-28.94363467,0.8789282628248041,85.45689935,0,1
2294,1882.697653511393,27.240972427723847,23.884350925452637,3.355107978,54.48791847111157,1,1
835,385.86256705077113,20.19689311975751,4.808861709304026,4.835361216149906,86.80365545226661,1,0
3510,1230.4180649949635,26.903775716314236,-40.39825597,1.2820641373814774,59.520561525260526,0,1
202,1813.7496116018458,29.345182184043647,5.728632700016725,0.7107615267480238,98.61830754,1,0
3255,746.6256040542148,27.13942079826754,-43.32238618,0.12087622640466811,69.39370486656149,1,0
122,1102.8224482067694,20.367937242972186,-48.5692715,1.8941359317266953,43.66545174272568,1,1
400,851.3590945328433,23.77885640772724,38.962766990728454,1.0730552942844662,78.70275796,0,0
766,1918.6446590297974,28.09581302271286,-1.00838884,2.4592971157196803,55.890756996483745,1,1
293,1700.1975110802543,29.5860855,4.328965504032482,2.6215301399637525,82.54224985830598,1,1
2327,1505.3025692548454,23.701633556363774,-22.00622284,1.7466387218855084,85.01164001742548,1,0
2931,1298.9658772456849,28.411940558769082,4.274471945749347,3.7495311113907133,65.52218721726118,0,0
197,1695.0060418510518,28.63809875301513,-33.11313079,4.524033353561079,88.49695836798898,0,1
3029,966.8539706,21.23286399,24.564579738452508,1.0576154889663703,46.30843216439967,0,1
1930,1060.8381536803051,28.457884667186875,32.33491604038856,4.181488867030632,15.163931021849645,1,1
3582,1541.0029258374645,23.24249895638615,35.58757799192604,0.6559394987768907,69.63833579123856,1,1
2799,908.1830975993142,25.932377215654174,-39.33472826,1.1435109227174867,78.80066256067022,1,1
2191,408.6316014822355,25.38962119356421,5.775440034479281,2.807078431168927,16.552136250044263,0,1
608,426.3688351063215,26.630538637361205,30.875096984403285,1.532907443778052,79.38187676921959,0,0
3272,496.11676221969657,27.404646509447304,-37.17835118,0.20855395294422985,67.52455250895308,1,0
1147,1778.4582496842268,24.40881098,-40.04775918,1.4743607085489274,20.47701212055476,0,0
186,1102.7849237855473,28.883108221491323,31.694199867002098,4.524350942984514,58.59461202634064,1,1
